"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Angola","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","4953.287","3496.18","Weight in kilograms","3496.18"
"Angola","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","104759.384","25324.05","Weight in kilograms","25324.05"
"Angola","2023","Fruit, edible; apricots, dried","Import","11331.723","4573.7","Weight in kilograms","4573.7"
"Angola","2023","Fruit, edible; prunes, dried","Import","26196.085","14011.261","Weight in kilograms","14011.261"
"Angola","2023","Fruit, edible; apples, dried","Import","15742.639","7707.01","Weight in kilograms","7707.01"
"Angola","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","27594.484","55021.386","Weight in kilograms","55021.386"
"Angola","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","2222.464","2904.415","Weight in kilograms","2904.415"
"Angola","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Re-Export","666.903","131.04","Weight in kilograms","131.04"
"Angola","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","96717.688","31966.238","Weight in kilograms","31966.238"
"Angola","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","3013.719","1452.65","Weight in kilograms","1452.65"
"Angola","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Re-Export","3013.719","1452.65","Weight in kilograms","1452.65"
"Angola","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","265.802","288","Weight in kilograms","288"
"Antigua and Barbuda","2023","Nuts, edible; coconuts, desiccated","Import","42509.137","42585.333","Weight in kilograms","42585.333"
"Antigua and Barbuda","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","73852.23","","No Quantity",""
"Antigua and Barbuda","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","2370.463","580.613","Weight in kilograms","580.613"
"Antigua and Barbuda","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","1850.415","914.64","Weight in kilograms","914.64"
"Antigua and Barbuda","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","176156.389","","No Quantity",""
"Antigua and Barbuda","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","2590.759","652.658","Weight in kilograms","652.658"
"Antigua and Barbuda","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","52232.241","11055.101","Weight in kilograms","11055.101"
"Antigua and Barbuda","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Import","3536.163","294.47","Weight in kilograms","294.47"
"Antigua and Barbuda","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","1487.263","972.27","Weight in kilograms","972.27"
"Antigua and Barbuda","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","2475.004","702.965","Weight in kilograms","702.965"
"Antigua and Barbuda","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","18363.556","5709.771","Weight in kilograms","5709.771"
"Antigua and Barbuda","2023","Chestnuts (Castanea spp.)","Import","1333.467","230.08","Weight in kilograms","230.08"
"Antigua and Barbuda","2023","Pistachios","Import","16420.681","3560.26","Weight in kilograms","3560.26"
"Antigua and Barbuda","2023","Macadamia nuts","Import","293.563","","No Quantity",""
"Antigua and Barbuda","2023","Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","66390.27","","No Quantity",""
"Antigua and Barbuda","2023","Bananas, incl. plantains, fresh/dried","Import","1131004.928","","No Quantity",""
"Antigua and Barbuda","2023","Bananas, incl. plantains, fresh/dried","Re-Export","163.219","1005","Weight in kilograms","1005"
"Antigua and Barbuda","2023","Bananas, incl. plantains, fresh/dried","Export","163.219","1005","Weight in kilograms","1005"
"Antigua and Barbuda","2023","Fruit, edible; dates, fresh or dried","Import","47555.981","18835.69","Weight in kilograms","18835.69"
"Antigua and Barbuda","2023","Fruit, edible; figs, fresh or dried","Import","4811.974","2876.344","Weight in kilograms","2876.344"
"Antigua and Barbuda","2023","Fruit, edible; pineapples, fresh or dried","Import","439487.092","160700.905","Weight in kilograms","160700.905"
"Antigua and Barbuda","2023","Fruit, edible; avocados, fresh or dried","Import","410732.296","","No Quantity",""
"Antigua and Barbuda","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","6856.452","3824.722","Weight in kilograms","3824.722"
"Antigua and Barbuda","2023","Fruit, edible; oranges, fresh or dried","Import","874319.921","","No Quantity",""
"Antigua and Barbuda","2023","Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried","Import","49447.733","18693.05","Weight in kilograms","18693.05"
"Antigua and Barbuda","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","119901.278","42639.926","Weight in kilograms","42639.926"
"Antigua and Barbuda","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","496489.685","196909.967","Weight in kilograms","196909.967"
"Antigua and Barbuda","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","240733.122","33702.721","Weight in kilograms","33702.721"
"Antigua and Barbuda","2023","Fruit, edible; grapes, fresh","Import","1014956.869","316379.464","Weight in kilograms","316379.464"
"Antigua and Barbuda","2023","Fruit, edible; grapes, dried","Import","109666.859","30098.664","Weight in kilograms","30098.664"
"Antigua and Barbuda","2023","Fruit, edible; watermelons, fresh","Import","551299.348","184280.323","Weight in kilograms","184280.323"
"Antigua and Barbuda","2023","Fruit, edible; melons, other than watermelons, fresh","Import","443335.892","191114.511","Weight in kilograms","191114.511"
"Antigua and Barbuda","2023","Fruit, edible; papaws (papayas), fresh","Import","26059.23","12548.233","Weight in kilograms","12548.233"
"Antigua and Barbuda","2023","Fruit, edible; apples, fresh","Import","726664.147","399641.629","Weight in kilograms","399641.629"
"Antigua and Barbuda","2023","Pears & quinces, fresh","Import","197582.733","99417.763","Weight in kilograms","99417.763"
"Antigua and Barbuda","2023","Fruit, edible; apricots, fresh","Import","9084.489","4733.72","Weight in kilograms","4733.72"
"Antigua and Barbuda","2023","Cherries, fresh","Import","50778.37","14999.829","Weight in kilograms","14999.829"
"Antigua and Barbuda","2023","Fruit, edible; peaches, including nectarines, fresh","Import","63347.407","32575.608","Weight in kilograms","32575.608"
"Antigua and Barbuda","2023","Fruit, edible; plums and sloes, fresh","Import","102083.567","38159.776","Weight in kilograms","38159.776"
"Antigua and Barbuda","2023","Fruit, edible; strawberries, fresh","Import","324549.263","108195.71","Weight in kilograms","108195.71"
"Antigua and Barbuda","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","279649.74","107026.539","Weight in kilograms","107026.539"
"Antigua and Barbuda","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","71855.752","28410.77","Weight in kilograms","28410.77"
"Antigua and Barbuda","2023","Fruit, edible; kiwifruit, fresh","Import","127577.615","60746.671","Weight in kilograms","60746.671"
"Antigua and Barbuda","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Re-Export","10.37","10","Weight in kilograms","10"
"Antigua and Barbuda","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","10.37","10","Weight in kilograms","10"
"Antigua and Barbuda","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","80874.581","58170.145","Weight in kilograms","58170.145"
"Antigua and Barbuda","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","33647.73","10562.153","Weight in kilograms","10562.153"
"Antigua and Barbuda","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","109691.333","25366.58","Weight in kilograms","25366.58"
"Antigua and Barbuda","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","68192.241","20591.99","Weight in kilograms","20591.99"
"Antigua and Barbuda","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","20558.737","4532.62","Weight in kilograms","4532.62"
"Antigua and Barbuda","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","22124.326","4413.078","Weight in kilograms","4413.078"
"Antigua and Barbuda","2023","Fruit, edible; apricots, dried","Import","11181.867","3676.23","Weight in kilograms","3676.23"
"Antigua and Barbuda","2023","Fruit, edible; prunes, dried","Import","53428","13149.471","Weight in kilograms","13149.471"
"Antigua and Barbuda","2023","Fruit, edible; apples, dried","Import","403.363","105.232","Weight in kilograms","105.232"
"Antigua and Barbuda","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","119044.637","28357.864","Weight in kilograms","28357.864"
"Antigua and Barbuda","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","241194.5","","No Quantity",""
"Antigua and Barbuda","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","919.096","277.79","Weight in kilograms","277.79"
"Argentina","2023","Nuts, edible; coconuts, desiccated","Import","5681956.74","3856978.6","Weight in kilograms","3856978.6"
"Argentina","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Import","245695.35","177500","Weight in kilograms","177500"
"Argentina","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","44979.34","29000","Weight in kilograms","29000"
"Argentina","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","48705.22","7984","Weight in kilograms","7984"
"Argentina","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","8826112.03","1728548.3","Weight in kilograms","1728548.3"
"Argentina","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","16126789.63","2591586.12","Weight in kilograms","2591586.12"
"Argentina","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","2364335.92","327118","Weight in kilograms","327118"
"Argentina","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","71827.25","21303","Weight in kilograms","21303"
"Argentina","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","8639309.73","5919720","Weight in kilograms","5919720"
"Argentina","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","33184.06","15270","Weight in kilograms","15270"
"Argentina","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","2518866.36","717860","Weight in kilograms","717860"
"Argentina","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","1567000","320000","Weight in kilograms","320000"
"Argentina","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","601020.71","35434","Weight in kilograms","35434"
"Argentina","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","1545185","89876","Weight in kilograms","89876"
"Argentina","2023","Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","7504.55","400","Weight in kilograms","400"
"Argentina","2023","Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","204069","74908","Weight in kilograms","74908"
"Argentina","2023","Fruit, edible; plantains, fresh or dried","Import","2731475.7","2251958.7","Weight in kilograms","2251958.7"
"Argentina","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","295811541.55","470826444","Weight in kilograms","470826444"
"Argentina","2023","Fruit, edible; dates, fresh or dried","Import","1021762.09","414983.2","Weight in kilograms","414983.2"
"Argentina","2023","Fruit, edible; figs, fresh or dried","Import","104113.71","23500","Weight in kilograms","23500"
"Argentina","2023","Fruit, edible; figs, fresh or dried","Export","55400.64","32417","Weight in kilograms","32417"
"Argentina","2023","Fruit, edible; pineapples, fresh or dried","Import","7097565.82","9288161","Weight in kilograms","9288161"
"Argentina","2023","Fruit, edible; avocados, fresh or dried","Import","61042019.68","23175265","Weight in kilograms","23175265"
"Argentina","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","3086051.56","2294388","Weight in kilograms","2294388"
