"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Namibia","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","496025.659","1193137.298","Weight in kilograms","1193137.298"
"Namibia","2023","Fruit, edible; grapes, fresh","Re-Export","11789.349","32540","Weight in kilograms","32540"
"Namibia","2023","Fruit, edible; grapes, fresh","Export","40844522.364","20491566.39","Weight in kilograms","20491566.39"
"Namibia","2023","Fruit, edible; grapes, fresh","Import","1096514.116","785021.906","Weight in kilograms","785021.906"
"Namibia","2023","Fruit, edible; grapes, dried","Re-Export","381.184","150.63","Weight in kilograms","150.63"
"Namibia","2023","Fruit, edible; grapes, dried","Export","79223.672","486997.68","Weight in kilograms","486997.68"
"Namibia","2023","Fruit, edible; grapes, dried","Import","228419.438","178543.109","Weight in kilograms","178543.109"
"Namibia","2023","Fruit, edible; watermelons, fresh","Export","271813.809","883806","Weight in kilograms","883806"
"Namibia","2023","Fruit, edible; watermelons, fresh","Import","44787.216","46425.416","Weight in kilograms","46425.416"
"Namibia","2023","Fruit, edible; melons, other than watermelons, fresh","Export","404089.855","693858","Weight in kilograms","693858"
"Namibia","2023","Fruit, edible; melons, other than watermelons, fresh","Import","118973.348","87591.191","Weight in kilograms","87591.191"
"Namibia","2023","Fruit, edible; papaws (papayas), fresh","Import","155863.875","124437.744","Weight in kilograms","124437.744"
"Namibia","2023","Fruit, edible; apples, fresh","Re-Export","133871.492","325980","Weight in kilograms","325980"
"Namibia","2023","Fruit, edible; apples, fresh","Export","138005.375","330175.7","Weight in kilograms","330175.7"
"Namibia","2023","Fruit, edible; apples, fresh","Import","5862349.228","11766305.778","Weight in kilograms","11766305.778"
"Namibia","2023","Fruit, edible; pears, fresh","Re-Export","6907.885","15924","Weight in kilograms","15924"
"Namibia","2023","Fruit, edible; pears, fresh","Export","6907.885","15924","Weight in kilograms","15924"
"Namibia","2023","Fruit, edible; pears, fresh","Import","666307.2","1244013.065","Weight in kilograms","1244013.065"
"Namibia","2023","Fruit, edible; quinces, fresh","Import","243.503","228","Weight in kilograms","228"
"Namibia","2023","Fruit, edible; apricots, fresh","Import","37326.227","25769.273","Weight in kilograms","25769.273"
"Namibia","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Export","212.035","45","Weight in kilograms","45"
"Namibia","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Import","5104.516","1361.372","Weight in kilograms","1361.372"
"Namibia","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","92409.708","15421.161","Weight in kilograms","15421.161"
"Namibia","2023","Fruit, edible; peaches, including nectarines, fresh","Re-Export","260.215","800","Weight in kilograms","800"
"Namibia","2023","Fruit, edible; peaches, including nectarines, fresh","Export","413.311","830","Weight in kilograms","830"
"Namibia","2023","Fruit, edible; peaches, including nectarines, fresh","Import","443690.472","291157.368","Weight in kilograms","291157.368"
"Namibia","2023","Fruit, edible; plums and sloes, fresh","Re-Export","4417.143","14990","Weight in kilograms","14990"
"Namibia","2023","Fruit, edible; plums and sloes, fresh","Export","4417.143","14990","Weight in kilograms","14990"
"Namibia","2023","Fruit, edible; plums and sloes, fresh","Import","322424.991","654139.068","Weight in kilograms","654139.068"
"Namibia","2023","Fruit, edible; strawberries, fresh","Export","663.976","153","Weight in kilograms","153"
"Namibia","2023","Fruit, edible; strawberries, fresh","Import","464249.014","140048.693","Weight in kilograms","140048.693"
"Namibia","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Export","36052.823","5474.41","Weight in kilograms","5474.41"
"Namibia","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","160072.098","59711.843","Weight in kilograms","59711.843"
"Namibia","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Export","381.532","80","Weight in kilograms","80"
"Namibia","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Import","10105.228","2118.566","Weight in kilograms","2118.566"
"Namibia","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Export","783.102","154.27","Weight in kilograms","154.27"
"Namibia","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","94118.893","17028.688","Weight in kilograms","17028.688"
"Namibia","2023","Fruit, edible; kiwifruit, fresh","Re-Export","54.211","100","Weight in kilograms","100"
"Namibia","2023","Fruit, edible; kiwifruit, fresh","Export","72.583","115","Weight in kilograms","115"
"Namibia","2023","Fruit, edible; kiwifruit, fresh","Import","150048.498","36945.644","Weight in kilograms","36945.644"
"Namibia","2023","Fruit, edible; persimmons, fresh","Import","6985.264","4982.5","Weight in kilograms","4982.5"
"Namibia","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Re-Export","113.844","25","Weight in kilograms","25"
"Namibia","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","827447.389","127660.57","Weight in kilograms","127660.57"
"Namibia","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","244760.146","115679.731","Weight in kilograms","115679.731"
"Namibia","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Export","272.969","70","Weight in kilograms","70"
"Namibia","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","56745.961","14424.645","Weight in kilograms","14424.645"
"Namibia","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","39442.398","10102.25","Weight in kilograms","10102.25"
"Namibia","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","466.836","100","Weight in kilograms","100"
"Namibia","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","114231.973","28751.995","Weight in kilograms","28751.995"
"Namibia","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","22180.063","2739.686","Weight in kilograms","2739.686"
"Namibia","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","72760.261","15781.377","Weight in kilograms","15781.377"
"Namibia","2023","Fruit, edible; apricots, dried","Export","30.918","5","Weight in kilograms","5"
"Namibia","2023","Fruit, edible; apricots, dried","Import","15661.591","2286.696","Weight in kilograms","2286.696"
"Namibia","2023","Fruit, edible; prunes, dried","Export","5.587","1","Weight in kilograms","1"
"Namibia","2023","Fruit, edible; prunes, dried","Import","31017.276","6345.236","Weight in kilograms","6345.236"
"Namibia","2023","Fruit, edible; apples, dried","Import","2687.281","9342.895","Weight in kilograms","9342.895"
"Namibia","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Re-Export","11.113","2.9","Weight in kilograms","2.9"
"Namibia","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","12.198","3.15","Weight in kilograms","3.15"
"Namibia","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","480024.812","121094.512","Weight in kilograms","121094.512"
"Namibia","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Re-Export","144.636","13","Weight in kilograms","13"
"Namibia","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","1008.151","108.38","Weight in kilograms","108.38"
"Namibia","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","1042113.231","207387.114","Weight in kilograms","207387.114"
"Namibia","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","3555.049","47.97","Weight in kilograms","47.97"
"Netherlands","2023","Nuts, edible; coconuts, desiccated","Export","58619702.336","29167890","Weight in kilograms","29167890"
"Netherlands","2023","Nuts, edible; coconuts, desiccated","Import","54895430.44","30146753","Weight in kilograms","30146753"
"Netherlands","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Export","6231263.474","5257183","Weight in kilograms","5257183"
"Netherlands","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Import","2279639.713","2639183","Weight in kilograms","2639183"
"Netherlands","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Export","10308532.812","6311705","Weight in kilograms","6311705"
"Netherlands","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","14256661.913","13686505","Weight in kilograms","13686505"
"Netherlands","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Export","389917.358","102878.967","Weight in kilograms","102878.967"
"Netherlands","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Import","278222.31","24281.435","Weight in kilograms","24281.435"
"Netherlands","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Export","14567279.031","1975661","Weight in kilograms","1975661"
"Netherlands","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","13340212.15","2010675","Weight in kilograms","2010675"
"Netherlands","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Export","41371091.219","18294456","Weight in kilograms","18294456"
"Netherlands","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","80482.067","16479","Weight in kilograms","16479"
"Netherlands","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","253671929.617","38173276","Weight in kilograms","38173276"
"Netherlands","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","307926427.27","49784206","Weight in kilograms","49784206"
"Netherlands","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","1964618.588","339568.476","Weight in kilograms","339568.476"
"Netherlands","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","971527.424","193494.938","Weight in kilograms","193494.938"
"Netherlands","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","117132352.592","23056043.385","Weight in kilograms","23056043.385"
"Netherlands","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","168310738.335","36947887.475","Weight in kilograms","36947887.475"
"Netherlands","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","620191.893","103528","Weight in kilograms","103528"
"Netherlands","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Import","1368621.162","389073","Weight in kilograms","389073"
"Netherlands","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Export","43513792.586","6281739","Weight in kilograms","6281739"
"Netherlands","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","37768811.292","5442939","Weight in kilograms","5442939"
"Netherlands","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","9755427.15","2506333","Weight in kilograms","2506333"
"Netherlands","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","8386370.236","2354447","Weight in kilograms","2354447"
"Netherlands","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","40630439.514","6438677","Weight in kilograms","6438677"
"Netherlands","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","62377289.2","12854236","Weight in kilograms","12854236"
"Netherlands","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Export","2166686.068","868404","Weight in kilograms","868404"
"Netherlands","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","1351859.336","747017.195","Weight in kilograms","747017.195"
"Netherlands","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Export","1533076.713","482678","Weight in kilograms","482678"
"Netherlands","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","2502148.576","1296107","Weight in kilograms","1296107"
"Netherlands","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","41016582.164","4503917","Weight in kilograms","4503917"
"Netherlands","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","52986496.105","5798311","Weight in kilograms","5798311"
"Netherlands","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","20077550.427","1166988","Weight in kilograms","1166988"
"Netherlands","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","24189995.595","1386017","Weight in kilograms","1386017"
"Netherlands","2023","Nuts, edible; macadamia, fresh or dried, in shell","Export","32133.141","2714.34","Weight in kilograms","2714.34"
"Netherlands","2023","Nuts, edible; macadamia, fresh or dried, in shell","Import","806365.805","48659.177","Weight in kilograms","48659.177"
"Netherlands","2023","Nuts, edible; macadamia, fresh or dried, shelled","Export","15624086.111","1261706","Weight in kilograms","1261706"
"Netherlands","2023","Nuts, edible; macadamia, fresh or dried, shelled","Import","21879588.384","1932711","Weight in kilograms","1932711"
"Netherlands","2023","Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled","Export","118764.383","6218.283","Weight in kilograms","6218.283"
"Netherlands","2023","Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled","Import","86212.791","6790.677","Weight in kilograms","6790.677"
"Netherlands","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Export","14221.926","376.515","Weight in kilograms","376.515"
"Netherlands","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Import","1619.74","115","Weight in kilograms","115"
"Netherlands","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Export","149648.658","24142.943","Weight in kilograms","24142.943"
"Netherlands","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Import","1734386.223","157268.667","Weight in kilograms","157268.667"
"Netherlands","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Export","11941020.28","521700","Weight in kilograms","521700"
"Netherlands","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","28586472.73","1436289","Weight in kilograms","1436289"
"Netherlands","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","38182940.417","3265796","Weight in kilograms","3265796"
"Netherlands","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","47435708.492","4497995","Weight in kilograms","4497995"
"Netherlands","2023","Fruit, edible; plantains, fresh or dried","Export","20007237.691","11962469.869","Weight in kilograms","11962469.869"
"Netherlands","2023","Fruit, edible; plantains, fresh or dried","Import","22745963.516","19369794","Weight in kilograms","19369794"
"Netherlands","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","915194805.861","890461783","Weight in kilograms","890526983"
"Netherlands","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","896127072.743","1071908387.467","Weight in kilograms","1071908387.467"
"Netherlands","2023","Fruit, edible; dates, fresh or dried","Export","82510691.476","16016684","Weight in kilograms","16016684"
"Netherlands","2023","Fruit, edible; dates, fresh or dried","Import","88582567.306","20168543","Weight in kilograms","20168543"
"Netherlands","2023","Fruit, edible; figs, fresh or dried","Export","20930356.719","3223303","Weight in kilograms","3223303"
"Netherlands","2023","Fruit, edible; figs, fresh or dried","Import","24559789.463","5088671","Weight in kilograms","5088671"
"Netherlands","2023","Fruit, edible; pineapples, fresh or dried","Export","161093934.195","141960566","Weight in kilograms","141960566"
"Netherlands","2023","Fruit, edible; pineapples, fresh or dried","Import","164626437.695","173400077","Weight in kilograms","173400077"
"Netherlands","2023","Fruit, edible; avocados, fresh or dried","Export","1084776097.538","347917600","Weight in kilograms","347917600"
"Netherlands","2023","Fruit, edible; avocados, fresh or dried","Import","1155992396.563","375075093","Weight in kilograms","375094393"
"Netherlands","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","383722354.114","181074541","Weight in kilograms","181074541"
"Netherlands","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","307864193.773","220251061","Weight in kilograms","220251061"
"Netherlands","2023","Fruit, edible; oranges, fresh or dried","Export","326499575.146","272780590","Weight in kilograms","272780590"
"Netherlands","2023","Fruit, edible; oranges, fresh or dried","Import","455611747.18","474069245","Weight in kilograms","474068245"
"Netherlands","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Export","100380602.787","56550127","Weight in kilograms","56550127"
"Netherlands","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Import","76896242.011","50648787","Weight in kilograms","50648787"
"Netherlands","2023","Fruit, edible; clementines, fresh or dried","Export","80669455.369","49058408","Weight in kilograms","49058408"
"Netherlands","2023","Fruit, edible; clementines, fresh or dried","Import","97098724.377","64903228","Weight in kilograms","64903228"
"Netherlands","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Export","21636494.329","12481223","Weight in kilograms","12481223"
"Netherlands","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Import","128439473.737","92657007","Weight in kilograms","92657007"
"Netherlands","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Export","126577812.466","89955188","Weight in kilograms","89955188"
"Netherlands","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","151290237.052","138394516","Weight in kilograms","138394516"
"Netherlands","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","338909824.92","188599291","Weight in kilograms","188599291"
"Netherlands","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","294545599.426","236078689","Weight in kilograms","236078689"
"Netherlands","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Export","16146623.228","6446656","Weight in kilograms","6446656"
"Netherlands","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","8369692.749","3706706","Weight in kilograms","3706706"
"Netherlands","2023","Fruit, edible; grapes, fresh","Export","911937025.686","296862266","Weight in kilograms","296762266"
"Netherlands","2023","Fruit, edible; grapes, fresh","Import","777330711.54","338217839","Weight in kilograms","338217839"
"Netherlands","2023","Fruit, edible; grapes, dried","Export","28227399.64","10470104","Weight in kilograms","10470104"
"Netherlands","2023","Fruit, edible; grapes, dried","Import","113376145.427","58443087","Weight in kilograms","58443087"
"Netherlands","2023","Fruit, edible; watermelons, fresh","Export","134611435.034","162402427","Weight in kilograms","161362427"
"Netherlands","2023","Fruit, edible; watermelons, fresh","Import","145172972.809","162856095","Weight in kilograms","162856095"
"Netherlands","2023","Fruit, edible; melons, other than watermelons, fresh","Export","164590427.125","105928757","Weight in kilograms","105928757"
"Netherlands","2023","Fruit, edible; melons, other than watermelons, fresh","Import","174681323.271","152309332","Weight in kilograms","152309332"
"Netherlands","2023","Fruit, edible; papaws (papayas), fresh","Export","13996074.013","3341566","Weight in kilograms","3341566"
"Netherlands","2023","Fruit, edible; papaws (papayas), fresh","Import","13027179.478","4972372","Weight in kilograms","4972372"
"Netherlands","2023","Fruit, edible; apples, fresh","Export","148242288.946","120771672","Weight in kilograms","120771672"
"Netherlands","2023","Fruit, edible; apples, fresh","Import","187524148.612","145619913","Weight in kilograms","145619913"
"Netherlands","2023","Fruit, edible; pears, fresh","Export","516339154.544","362512302","Weight in kilograms","362512302"
"Netherlands","2023","Fruit, edible; pears, fresh","Import","123676755.783","88456357","Weight in kilograms","88456357"
"Netherlands","2023","Fruit, edible; quinces, fresh","Export","7399324.445","4825592","Weight in kilograms","4825592"
"Netherlands","2023","Fruit, edible; quinces, fresh","Import","950760.579","612808","Weight in kilograms","612808"
"Netherlands","2023","Fruit, edible; apricots, fresh","Export","5585303.869","2209149","Weight in kilograms","2209149"
"Netherlands","2023","Fruit, edible; apricots, fresh","Import","8556771.683","4277092","Weight in kilograms","4277092"
"Netherlands","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Export","92512.262","27007","Weight in kilograms","27007"
"Netherlands","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Import","3241071.332","3094446","Weight in kilograms","3094446"
"Netherlands","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Export","23380843.361","4557280","Weight in kilograms","4557280"
"Netherlands","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","35470516.452","7457215","Weight in kilograms","7457215"
"Netherlands","2023","Fruit, edible; peaches, including nectarines, fresh","Export","41831119.116","19002284","Weight in kilograms","19002284"
"Netherlands","2023","Fruit, edible; peaches, including nectarines, fresh","Import","81853512.628","41853123","Weight in kilograms","41853123"
"Netherlands","2023","Fruit, edible; plums and sloes, fresh","Export","48859652.763","24654256","Weight in kilograms","24654256"
"Netherlands","2023","Fruit, edible; plums and sloes, fresh","Import","50237125.19","30002039","Weight in kilograms","30002039"
"Netherlands","2023","Fruit, edible; strawberries, fresh","Export","333496471.955","61292685","Weight in kilograms","61292685"
"Netherlands","2023","Fruit, edible; strawberries, fresh","Import","124463696.597","33022136","Weight in kilograms","33022136"
"Netherlands","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Export","213952844.928","21819621","Weight in kilograms","21819621"
"Netherlands","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","210968781.416","24575829","Weight in kilograms","24575829"
"Netherlands","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Export","41015854.47","4363140.415","Weight in kilograms","4363140.415"
"Netherlands","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Import","10565844.468","2208368.26","Weight in kilograms","2208368.26"
"Netherlands","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Export","594906971.884","74200565","Weight in kilograms","74200565"
"Netherlands","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","611125202.127","87551447.775","Weight in kilograms","87551447.775"
"Netherlands","2023","Fruit, edible; kiwifruit, fresh","Export","126034931.28","34316737","Weight in kilograms","34316737"
"Netherlands","2023","Fruit, edible; kiwifruit, fresh","Import","234251660.759","70401064","Weight in kilograms","70401064"
"Netherlands","2023","Fruit, edible; durians, fresh","Export","338115.941","15558.896","Weight in kilograms","15558.896"
"Netherlands","2023","Fruit, edible; durians, fresh","Import","925607.027","68676.51","Weight in kilograms","68676.51"
"Netherlands","2023","Fruit, edible; persimmons, fresh","Export","4080688.309","1759119","Weight in kilograms","1759119"
"Netherlands","2023","Fruit, edible; persimmons, fresh","Import","3659524.45","2475006","Weight in kilograms","2475006"
"Netherlands","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","337358716.971","94851121","Weight in kilograms","90307721"
"Netherlands","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","230515997.697","81143587","Weight in kilograms","81143587"
"Netherlands","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Export","63360587.314","33513982","Weight in kilograms","33513982"
"Netherlands","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","65921950.485","46775508.594","Weight in kilograms","46775508.594"
"Netherlands","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Export","58788936.013","15764664.858","Weight in kilograms","15764664.858"
"Netherlands","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","47169800.751","16508362.271","Weight in kilograms","16508362.271"
"Netherlands","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","148790908.424","59792584","Weight in kilograms","59792584"
"Netherlands","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","168448008.63","79086013.645","Weight in kilograms","79086013.645"
"Netherlands","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Export","261415.07","50187.757","Weight in kilograms","50187.757"
"Netherlands","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","1954756.337","514301.284","Weight in kilograms","514301.284"
"Netherlands","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Export","5344998.406","4142731.883","Weight in kilograms","4142731.883"
"Netherlands","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","1512833.202","1112009.664","Weight in kilograms","1112009.664"
"Netherlands","2023","Fruit, edible; apricots, dried","Export","11845605.894","1591217","Weight in kilograms","1591217"
"Netherlands","2023","Fruit, edible; apricots, dried","Import","24182161.804","4183843","Weight in kilograms","4183843"
"Netherlands","2023","Fruit, edible; prunes, dried","Export","20443204.117","3522149","Weight in kilograms","3522149"
"Netherlands","2023","Fruit, edible; prunes, dried","Import","28919626.73","5444546","Weight in kilograms","5444546"
"Netherlands","2023","Fruit, edible; apples, dried","Export","3922539.798","1025208","Weight in kilograms","1025208"
"Netherlands","2023","Fruit, edible; apples, dried","Import","11217966.223","3345803","Weight in kilograms","3345803"
"Netherlands","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","42491139.538","16474317","Weight in kilograms","16474317"
"Netherlands","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","31442312.921","4306474.37","Weight in kilograms","4306474.37"
"Netherlands","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","21016861.452","2716865.384","Weight in kilograms","2716865.384"
"Netherlands","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","14888374.723","1873876.325","Weight in kilograms","1873876.325"
"Netherlands","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Export","831848.062","267904","Weight in kilograms","267904"
"Netherlands","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","5565445.29","6489757","Weight in kilograms","6489757"
"New Zealand","2023","Nuts, edible; coconuts, desiccated","Re-Export","16055.309","4869","Weight in kilograms","4869"
"New Zealand","2023","Nuts, edible; coconuts, desiccated","Export","139194.52","41479","Weight in kilograms","41479"
"New Zealand","2023","Nuts, edible; coconuts, desiccated","Import","3849313.801","2206473","Weight in kilograms","2206473"
"New Zealand","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Re-Export","175.015","10","Weight in kilograms","10"
"New Zealand","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Export","214.316","22","Weight in kilograms","22"
"New Zealand","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Import","100726.259","121239","Weight in kilograms","121239"
"New Zealand","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Re-Export","19324.094","3383","Weight in kilograms","3383"
"New Zealand","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Export","21493.664","3616","Weight in kilograms","3616"
"New Zealand","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","1011952.986","888117","Weight in kilograms","888117"
"New Zealand","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Export","258.531","9","Weight in kilograms","9"
"New Zealand","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Import","13724.848","1346","Weight in kilograms","1346"
"New Zealand","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Re-Export","1762.43","166","Weight in kilograms","166"
"New Zealand","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Export","3990.952","296","Weight in kilograms","296"
"New Zealand","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","1323688.187","212792","Weight in kilograms","212792"
"New Zealand","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Export","2135.795","572","Weight in kilograms","572"
